exchange,symbol,gain_x,bottom_price,peak_price,bottom_date,peak_date,days_to_peak
mexc,SATS/USDT,8.122486288848263,5.47e-09,4.443e-08,2025-10-01,2025-10-03,2
mexc,ACT/USDT,8.066555740432612,0.00601,0.04848,2025-10-10,2025-12-24,75
mexc,ANDYETH/USDT,8.018749125507206,7.147e-06,5.731e-05,2025-10-01,2025-10-06,5
mexc,ORTA/USDT,8.010139416983524,0.0789,0.632,2026-01-08,2026-01-15,7
mexc,AZTEC/USDT,8.0,0.005,0.04,2026-02-12,2026-02-21,9
mexc,RAVE/USDT,8.0,0.1,0.8,2025-12-12,2026-02-22,72
mexc,DOP2/USDT,7.992865636147443,0.002523,0.020166,2025-10-29,2025-10-30,1
mexc,OG/USDT,7.96332921302019,2.427,19.327,2025-10-05,2025-10-14,9
mexc,MYRO/USDT,7.952286282306163,0.003018,0.024,2025-10-10,2025-10-27,17
mexc,SINCITYTOKEN/USDT,7.945823927765237,0.0001772,0.001408,2025-10-07,2025-10-09,2
mexc,MUBARAK/USDT,7.9387211367673185,0.00563,0.044695,2025-10-01,2025-10-08,7
mexc,MDAO/USDT,7.935420743639923,0.00511,0.04055,2025-10-01,2025-10-01,0
mexc,YGG/USDT:USDT,7.9069059933069665,0.03287,0.2599,2025-10-10,2025-10-15,5
mexc,OG/USDT:USDT,7.905785123966943,2.42,19.132,2025-10-05,2025-10-15,10
mexc,KGEN/USDT,7.8999999999999995,0.09,0.711,2025-10-07,2025-10-07,0
mexc,SLEEPLESSAI/USDT,7.886597938144329,0.01746,0.1377,2025-10-01,2025-10-08,7
mexc,FLT/USDT,7.885474126608878,0.003807,0.03002,2025-10-01,2025-10-02,1
mexc,ESPORTS/USDT,7.884485323955093,0.07393,0.5829,2025-10-10,2026-01-04,86
mexc,DOGEGOV/USDT,7.852498494882601,0.001661,0.013043,2025-11-04,2025-11-12,8
mexc,AI/USDT:USDT,7.849770642201834,0.01744,0.1369,2025-10-01,2025-10-08,7
mexc,EMR/USDT,7.8475336322869955,0.000446,0.0035,2025-11-21,2026-01-07,47
mexc,CRU/USDT,7.8275862068965525,0.0116,0.0908,2025-10-01,2025-10-02,1
mexc,RSC/USDT,7.815375482338973,0.06738,0.5266,2025-10-01,2025-10-03,2
mexc,SUPRA/USDT:USDT,7.814992025518341,0.0003762,0.00294,2025-11-01,2025-11-15,14
mexc,BOBMEME/USDT,7.809018567639257,7.54e-07,5.888e-06,2025-10-01,2025-10-04,3
mexc,RBT/USDT,7.777878787878788,33.0,256.67,2025-10-07,2025-10-08,1
mexc,YURU/USDT,7.769230769230769,0.13,1.01,2025-10-01,2025-10-02,1
mexc,GIGA/USDT:USDT,7.764920828258221,0.001642,0.01275,2025-10-01,2025-10-02,1
mexc,CRTAI/USDT,7.749999999999999,4e-05,0.00031,2025-10-22,2025-10-25,3
mexc,CRTR/USDT:USDT,7.737327188940092,0.00868,0.06716,2026-02-23,2026-03-04,9
mexc,GIGA/USDT,7.721212121212121,0.00165,0.01274,2025-10-01,2025-10-02,1
mexc,SUNRISE/USDT,7.715259468844447,0.0015551,0.011998,2025-10-03,2025-10-03,0
mexc,0G/USDT:USDT,7.714673298666063,0.4423,3.4122,2025-10-02,2025-10-03,1
mexc,0G/USDT,7.711386696730552,0.4435,3.42,2025-10-02,2025-10-03,1
mexc,AITECH/USDT,7.7106263758254965,0.004997,0.03853,2025-10-01,2025-10-08,7
mexc,SUPRA/USDT,7.6963906581740975,0.0003768,0.0029,2025-11-04,2025-11-15,11
mexc,CYS/USDT,7.6899999999999995,0.1,0.769,2025-12-11,2026-03-22,101
mexc,HMND/USDT,7.6879432624113475,0.00282,0.02168,2025-10-01,2025-10-04,3
mexc,PUFFER/USDT,7.6846473029045645,0.0241,0.1852,2025-10-01,2025-10-03,2
mexc,PUFFER/USDT:USDT,7.676056338028168,0.02414,0.1853,2025-10-01,2025-10-03,2
mexc,RNBW/USDT,7.674418604651162,0.01591,0.1221,2026-02-05,2026-02-05,0
mexc,LETSBONK/USDT,7.672084130019119,0.004184,0.0321,2025-10-01,2025-10-02,1
mexc,CLANKER/USDT:USDT,7.668415529905562,19.06,146.16,2025-10-10,2025-10-26,16
mexc,MIU/USDT,7.666666666666667,3e-09,2.3e-08,2025-10-04,2025-10-06,2
mexc,HOLDSTATION/USDT,7.657500000000001,0.24,1.8378,2025-10-01,2025-10-01,0
mexc,OP/USDT:USDT,7.656343656343656,0.1001,0.7664,2025-10-01,2025-10-06,5
mexc,PEPU/USDT,7.6557674841053585,0.0001101,0.0008429,2025-10-01,2025-10-08,7
mexc,ANYONE/USDT,7.64326160815402,0.0883,0.6749,2025-10-10,2025-11-01,22
mexc,RSS3/USDT,7.636225555344598,0.005267,0.04022,2025-10-10,2025-10-10,0
mexc,OP/USDT,7.633466135458167,0.1004,0.7664,2025-10-01,2025-10-06,5
mexc,F/USDT:USDT,7.612958226768969,0.004692,0.03572,2025-10-10,2025-10-25,15
mexc,ACT/USDT:USDT,7.607535321821037,0.00637,0.04846,2025-10-10,2025-12-24,75
mexc,HARRY/USDT,7.59974667511083,0.01579,0.12,2025-10-04,2025-10-05,1
mexc,MAGAETH/USDT,7.579045837231057,1.069e-06,8.102e-06,2025-10-01,2025-10-02,1
mexc,ML/USDT,7.575757575757576,0.0066,0.05,2025-10-01,2025-10-05,4
mexc,ZKJ/USDT,7.574803149606299,0.01905,0.1443,2025-10-01,2025-10-04,3
mexc,KOMA/USDT,7.566780821917809,0.00584,0.04419,2025-10-01,2025-10-09,8
mexc,SWEAT/USDT,7.565018576736211,0.0003499,0.002647,2025-10-10,2025-11-28,49
mexc,ZKJ/USDT:USDT,7.56020942408377,0.0191,0.1444,2025-10-01,2025-10-04,3
mexc,LUNAI/USDT,7.558129826758505,0.004791,0.036211,2025-10-10,2025-11-12,33
mexc,GMEE/USDT,7.55467488624688,0.0006813,0.005147,2025-10-01,2025-10-13,12
mexc,OSMO/USDT,7.549450549450549,0.0273,0.2061,2025-10-01,2025-10-02,1
mexc,BXX/USDT,7.539747582363547,0.006101,0.046,2025-10-10,2025-10-13,3
mexc,SOMI/USDT,7.532432432432433,0.148,1.1148,2025-10-01,2025-10-01,0
mexc,KAVA/USDT:USDT,7.520971302428256,0.0453,0.3407,2025-10-01,2025-10-03,2
mexc,OMNOM/USDT,7.511354372889251,1.7174e-09,1.29e-08,2025-10-01,2025-10-02,1
mexc,THQ/USDT:USDT,7.506849315068493,0.0219,0.1644,2025-12-16,2025-12-16,0
mexc,FLOKI/USDT:USDT,7.5054945054945055,1.547e-05,0.00011611,2025-10-01,2025-10-04,3
mexc,SPX/USDT:USDT,7.504068716094032,0.2212,1.6599,2025-10-01,2025-10-06,5
mexc,SOMI/USDT:USDT,7.4983073798239674,0.1477,1.1075,2025-10-01,2025-10-01,0
mexc,STAT/USDT,7.493327593628928,0.02323,0.17407,2025-10-01,2025-10-05,4
mexc,ASTRAAI/USDT,7.492501499700062,0.1667,1.249,2025-10-01,2025-10-05,4
mexc,IN/USDT,7.490953221535746,0.04532,0.33949,2025-10-01,2025-10-10,9
mexc,REKTCOIN/USDT,7.485104166666667,9.6e-08,7.1857e-07,2025-10-01,2025-10-02,1
mexc,WCO/USDT,7.481666666666666,0.00018,0.0013467,2025-10-01,2025-10-01,0
mexc,ENA/USDT:USDT,7.456100342075257,0.0877,0.6539,2025-10-01,2025-10-02,1
mexc,ARIA/USDT,7.452953232718465,0.05367,0.4,2026-02-06,2026-03-28,50
mexc,SPX/USDT,7.452787769784173,0.2224,1.6575,2025-10-01,2025-10-06,5
mexc,RENDER/USDT,7.452191235059761,0.502,3.741,2025-10-01,2025-10-03,2
mexc,OGN/USDT,7.446170921198667,0.00901,0.06709,2025-10-01,2025-10-03,2
mexc,ENA/USDT,7.441463969083882,0.08798,0.6547,2025-10-01,2025-10-02,1
mexc,MTRG/USDT,7.438,0.02,0.14876,2025-10-01,2025-10-02,1
mexc,HARRY/USDT:USDT,7.430379746835443,0.0158,0.1174,2025-10-05,2025-10-05,0
mexc,LOOP/USDT,7.427937915742794,0.00451,0.0335,2025-10-01,2025-10-03,2
mexc,ESPORTS/USDT:USDT,7.426042983565107,0.0791,0.5874,2025-10-10,2026-01-04,86
mexc,F/USDT,7.413471722092777,0.004721,0.034999,2025-10-10,2025-10-25,15
mexc,AIXBT/USDT:USDT,7.406360424028269,0.01415,0.1048,2025-10-01,2025-10-06,5
mexc,SATS/USDT:USDT,7.401666666666666,6e-09,4.441e-08,2025-10-01,2025-10-03,2
mexc,GWEI/USDT,7.40125,0.008,0.05921,2026-01-21,2026-03-11,49
mexc,LUNANEW/USDT:USDT,7.394029850746269,0.0335,0.2477,2025-10-10,2025-12-10,61
mexc,GHST/USDT,7.393428812131424,0.05935,0.4388,2025-10-01,2025-10-03,2
mexc,LISTA/USDT:USDT,7.392717815344604,0.0769,0.5685,2025-10-01,2025-10-08,7
mexc,BENQI/USDT,7.391042204995694,0.001161,0.008581,2025-10-01,2025-10-02,1
mexc,LISTA/USDT,7.389762245030532,0.07697,0.56879,2025-10-01,2025-10-08,7
mexc,ORDI/USDT,7.382522671063478,1.213,8.955,2025-10-01,2025-10-03,2
mexc,REALTOKEN/USDT,7.371048252911814,0.00601,0.0443,2026-01-02,2026-01-09,7
mexc,TRUMPOFFICIAL/USDT:USDT,7.3623076923076916,1.3,9.571,2025-10-10,2025-11-10,31
mexc,TRIA/USDT,7.351428571428571,0.007,0.05146,2026-02-03,2026-03-23,48
mexc,DEEP/USDT,7.348438456827924,0.021229,0.156,2025-10-01,2025-10-06,5
mexc,AEROBUD/USDT,7.340301974448316,0.000861,0.00632,2025-10-01,2025-10-02,1
mexc,CVX/USDT,7.332706766917292,0.532,3.901,2025-10-01,2025-10-05,4
mexc,ARIA/USDT:USDT,7.332114118507681,0.05468,0.40092,2026-02-06,2026-03-28,50
mexc,WELF/USDT,7.326732673267326,0.101,0.74,2025-10-10,2025-11-01,22
mexc,AXL/USDT:USDT,7.313498140450667,0.04571,0.3343,2025-10-01,2025-10-06,5
mexc,FIL/USDT,7.310091743119266,0.545,3.984,2025-10-10,2025-11-07,28
mexc,MNFT/USDT,7.306,2e-06,1.4612e-05,2025-10-01,2025-10-29,28
mexc,WAXL/USDT,7.299651567944251,0.04592,0.3352,2025-10-01,2025-10-06,5
mexc,FLOKI/USDT,7.2981132075471695,1.59e-05,0.00011604,2025-10-01,2025-10-04,3
mexc,DADDY/USDT,7.297605473204105,0.004385,0.032,2025-10-01,2025-10-02,1
mexc,ELSA/USDT:USDT,7.291525423728815,0.059,0.4302,2026-01-20,2026-01-22,2
mexc,RENDER/USDT:USDT,7.272373540856031,0.514,3.738,2025-10-01,2025-10-03,2
mexc,KOMA/USDT:USDT,7.262711864406779,0.0059,0.04285,2025-10-01,2025-10-09,8
mexc,BARD/USDT,7.242462311557789,0.2388,1.7295,2025-10-10,2026-03-05,146
mexc,OCTA/USDT,7.236842105263158,0.076,0.55,2025-10-01,2025-10-03,2
mexc,ISP/USDT,7.227659574468086,4.7e-05,0.0003397,2025-10-01,2025-10-05,4
mexc,AI3/USDT,7.213564213564213,0.00693,0.04999,2025-10-05,2025-10-10,5
mexc,CELO/USDT,7.2090330052113485,0.06908,0.498,2025-10-01,2025-10-06,5
mexc,PAL/USDT,7.200603318250377,0.001326,0.009548,2025-10-03,2025-10-07,4
mexc,PEIPEI/USDT,7.192982456140352,5.7e-09,4.1e-08,2025-10-01,2025-10-07,6
mexc,CELO/USDT:USDT,7.190684133915576,0.0687,0.494,2025-10-01,2025-10-06,5
mexc,FLUX1/USDT,7.189170972815098,0.04451,0.31999,2025-11-04,2025-11-08,4
mexc,DEEP/USDT:USDT,7.187440982058546,0.02118,0.15223,2025-10-01,2025-10-05,4
mexc,MUBARAK/USDT:USDT,7.181964573268921,0.00621,0.0446,2025-10-01,2025-10-08,7
mexc,QLINDO/USDT,7.15832762165867,0.0001459,0.0010444,2025-10-13,2025-12-02,50
mexc,APT/USDT:USDT,7.155747053605373,0.7891,5.6466,2025-10-01,2025-10-05,4
mexc,TA/USDT:USDT,7.153211549793754,0.01697,0.12139,2025-10-10,2025-11-10,31
mexc,APT/USDT,7.145387827407314,0.7903,5.647,2025-10-01,2025-10-05,4
mexc,BABY/USDT,7.112727272727272,0.00825,0.05868,2025-10-01,2025-10-03,2
mexc,NKN/USDT,7.1115035317860755,0.003964,0.02819,2025-10-01,2025-10-03,2
mexc,TRT/USDT,7.111111111111112,0.09,0.64,2025-11-01,2025-11-01,0
mexc,BINDER/USDT,7.106598984771574,0.000985,0.007,2026-02-21,2026-02-21,0
mexc,SPACE/USDT:USDT,7.106101445724087,0.004081,0.029,2026-01-23,2026-01-23,0
mexc,LWOLF/USDT,7.09882614213198,6.304e-06,4.4751e-05,2025-10-01,2025-10-07,6
mexc,TA/USDT,7.092198581560283,0.01692,0.12,2025-10-10,2025-11-10,31
mexc,ASI/USDT,7.090103397341211,0.000677,0.0048,2025-10-10,2025-10-18,8
mexc,BIT1/USDT,7.083089770354905,2.395e-06,1.6964e-05,2025-10-03,2025-10-09,6
mexc,PIB/USDT,7.078507078507078,7.77e-05,0.00055,2025-11-19,2025-11-19,0
mexc,BARD/USDT:USDT,7.075833333333334,0.24,1.6982,2025-10-10,2026-03-05,146
mexc,ALICE/USDT,7.074948665297741,0.0974,0.6891,2025-10-01,2025-10-09,8
mexc,CHR/USDT,7.058733790999237,0.01311,0.09254,2025-10-10,2025-10-10,0
mexc,GUA/USDT,7.0584,0.05,0.35292,2025-11-27,2026-03-20,113
mexc,CHR/USDT:USDT,7.057882711348058,0.01313,0.09267,2025-10-10,2025-10-10,0
mexc,FLDT/USDT,7.0546737213403885,0.0567,0.4,2026-02-06,2026-02-25,19
mexc,XR/USDT,7.040590405904059,0.004065,0.02862,2025-10-11,2025-10-15,4
mexc,APE/USDT:USDT,7.035629453681711,0.0842,0.5924,2025-10-01,2025-10-08,7
mexc,ROUTE/USDT,7.032186459489456,0.000901,0.006336,2025-10-01,2025-10-02,1
mexc,ZKC/USDT:USDT,7.0288315629742035,0.0659,0.4632,2025-10-02,2025-10-02,0
mexc,VENOM/USDT,7.026722925457104,0.02133,0.14988,2025-10-03,2025-10-05,2
mexc,TRUF/USDT,7.026666666666667,0.003,0.02108,2025-10-02,2025-10-05,3
mexc,ICECREAM/USDT,7.025779145825316,0.002599,0.01826,2025-10-07,2025-10-07,0
mexc,AUKI/USDT,7.024895242790239,0.004057,0.0285,2025-10-10,2025-10-12,2
mexc,BRETTETH/USDT,7.022821576763485,0.00964,0.0677,2025-10-03,2025-10-03,0
mexc,HGPT/USDT,7.02247191011236,0.00178,0.0125,2025-10-04,2025-10-04,0
mexc,PYR/USDT,7.020823473734028,0.2113,1.4835,2025-10-10,2025-11-08,29
mexc,APE/USDT,7.020142180094787,0.0844,0.5925,2025-10-01,2025-10-08,7
mexc,WAL/USDT,7.018425460636515,0.0597,0.419,2025-10-01,2025-10-06,5
mexc,ZKC/USDT,7.017066908322005,0.06621,0.4646,2025-10-02,2025-10-02,0
mexc,COQ/USDT,7.012779552715655,7.512e-08,5.268e-07,2025-10-01,2025-10-03,2
mexc,NOT/USDT:USDT,7.00836820083682,0.000239,0.001675,2025-10-09,2025-10-09,0
mexc,ROLL/USDT,7.0,0.03,0.21,2026-01-16,2026-01-19,3
mexc,TRU/USDT:USDT,6.998833138856476,0.004285,0.02999,2025-10-01,2025-10-02,1
mexc,AEVO/USDT:USDT,6.988439306358381,0.0173,0.1209,2025-10-01,2025-10-03,2
mexc,PEPECOIN/USDT,6.987610619469026,0.0565,0.3948,2025-10-01,2025-10-07,6
mexc,WKC/USDT,6.977058823529412,3.4e-08,2.3722e-07,2025-10-01,2025-10-03,2
mexc,AEVO/USDT,6.969487622337363,0.01737,0.12106,2025-10-01,2025-10-03,2
mexc,USUAL/USDT,6.962962962962963,0.0081,0.0564,2025-10-01,2025-10-03,2
mexc,FIDA/USDT:USDT,6.958064516129032,0.0124,0.08628,2025-10-01,2025-10-06,5
mexc,FIDA/USDT,6.9500805152979055,0.01242,0.08632,2025-10-01,2025-10-06,5
mexc,TRU/USDT,6.947148817802503,0.004314,0.02997,2025-10-01,2025-10-02,1
mexc,BITBOARD/USDT,6.946954813359528,0.0006108,0.0042432,2025-11-06,2025-11-20,14
mexc,NEIROCTO/USDT,6.938701651210134,4.421e-05,0.00030676,2025-10-01,2025-10-04,3
mexc,QORPO/USDT,6.933888599687663,0.001921,0.01332,2025-10-01,2025-10-03,2
mexc,IN/USDT:USDT,6.929417227768749,0.04307,0.29845,2025-10-01,2025-10-10,9
mexc,USUAL/USDT:USDT,6.92638036809816,0.00815,0.05645,2025-10-01,2025-10-03,2
mexc,VIRTUAL/USDT:USDT,6.923750456037942,0.2741,1.8978,2025-10-10,2025-11-01,22
mexc,HFT/USDT,6.922413793103448,0.0116,0.0803,2025-10-01,2025-10-02,1
mexc,SKYA/USDT,6.922086284610431,0.0006212,0.0043,2025-12-02,2025-12-30,28
mexc,NEIROCTO/USDT:USDT,6.912162162162161,4.44e-05,0.0003069,2025-10-01,2025-10-04,3
mexc,VIRTUAL/USDT,6.909090909090908,0.275,1.9,2025-10-10,2025-11-01,22
mexc,CLORE/USDT,6.904761904761905,0.0021,0.0145,2025-10-01,2025-10-06,5
mexc,HFT/USDT:USDT,6.900172117039587,0.01162,0.08018,2025-10-01,2025-10-02,1
mexc,SUPER/USDT:USDT,6.899322362052275,0.1033,0.7127,2025-10-01,2025-10-02,1
mexc,TOSHI/USDT:USDT,6.895244215938304,0.0001556,0.0010729,2025-10-01,2025-10-09,8
mexc,TOSHI/USDT,6.878438899552143,0.0001563,0.0010751,2025-10-01,2025-10-08,7
mexc,ALICE/USDT:USDT,6.869207003089598,0.0971,0.667,2025-10-01,2025-10-09,8
mexc,NAVX/USDT,6.868762475049899,0.008016,0.05506,2025-10-01,2025-10-08,7
mexc,MASKSOL/USDT,6.8680257510729605,0.000932,0.006401,2025-10-01,2025-10-02,1
mexc,QUAI/USDT,6.862314865606144,0.01823,0.1251,2025-11-19,2026-01-13,55
mexc,MOVE/USDT:USDT,6.856649395509499,0.01737,0.1191,2025-10-01,2025-10-06,5
mexc,DPN/USDT,6.848,1.0,6.848,2025-12-12,2025-12-12,0
mexc,MOVE/USDT,6.84301322599195,0.01739,0.119,2025-10-01,2025-10-03,2
mexc,AR/USDT:USDT,6.841444270015698,1.274,8.716,2025-10-10,2025-11-07,28
mexc,TIA/USDT,6.8304347826086955,0.23,1.571,2025-10-01,2025-10-05,4
mexc,CAT/USDT:USDT,6.819085487077534,1.509e-06,1.029e-05,2025-10-01,2025-10-07,6
mexc,TRUTH/USDT:USDT,6.814911706998038,0.007645,0.0521,2025-10-10,2025-11-10,31
mexc,CAT/USDT,6.804635761589405,1.51e-06,1.0275e-05,2025-10-06,2025-10-07,1
mexc,HINT/USDT,6.79601226993865,0.000652,0.004431,2025-10-24,2025-11-08,15
mexc,TIA/USDT:USDT,6.792207792207791,0.231,1.569,2025-10-01,2025-10-05,4
mexc,GXE/USDT,6.78739587106121,0.0002761,0.001874,2025-10-01,2025-10-02,1
mexc,DASH/USDT:USDT,6.779683972911964,22.15,150.17,2025-10-01,2025-11-04,34
mexc,1000000MOG/USDT:USDT,6.77818448023426,0.1366,0.9259,2025-10-01,2025-10-05,4
mexc,MOG/USDT,6.773060029282577,1.366e-07,9.252e-07,2025-10-01,2025-10-05,4
mexc,DASH/USDT,6.76759927797834,22.16,149.97,2025-10-01,2025-11-04,34
mexc,LAB/USDT:USDT,6.765498652291105,0.0742,0.502,2025-10-15,2025-10-30,15
mexc,DOOD/USDT,6.7650273224043715,0.002745,0.01857,2025-10-01,2025-10-07,6
mexc,TICS/USDT,6.76470588235294,0.01088,0.0736,2025-10-09,2025-11-04,26
mexc,XDB/USDT,6.756855575868372,0.0001094,0.0007392,2025-10-11,2025-10-20,9
mexc,COINDEPO/USDT,6.7515,0.04,0.27006,2025-10-14,2025-10-14,0
mexc,LUNA/USDT,6.746739130434783,0.0368,0.24828,2025-10-10,2025-12-10,61
mexc,BOBO/USDT,6.743617088012044,6.3764e-08,4.3e-07,2025-10-01,2025-10-02,1
mexc,AR/USDT,6.74111282843895,1.294,8.723,2025-10-10,2025-11-07,28
mexc,NOS/USDT,6.74007574694908,0.14258,0.961,2025-10-01,2025-10-03,2
mexc,CHILLGUY/USDT:USDT,6.734837799717913,0.00709,0.04775,2025-10-01,2025-10-05,4
mexc,RPL/USDT,6.7333333333333325,0.81,5.454,2025-10-01,2025-10-02,1
mexc,FLUX1/USDT:USDT,6.731981981981981,0.0444,0.2989,2025-11-04,2025-11-08,4
mexc,BCAT/USDT,6.73076923076923,1.04e-05,7e-05,2025-11-19,2025-11-19,0
mexc,VANRY/USDT,6.729014598540146,0.004384,0.0295,2025-10-01,2025-10-06,5
mexc,DUPE/USDT,6.727097396335584,0.005185,0.03488,2025-10-17,2025-11-14,28
mexc,IO/USDT,6.7225950782997765,0.0894,0.601,2025-10-01,2025-10-03,2
mexc,MEA/USDT,6.720702465383317,0.002961,0.0199,2025-10-21,2025-10-21,0
mexc,ME/USDT:USDT,6.71858774662513,0.0963,0.647,2025-10-01,2025-10-04,3
mexc,IO/USDT:USDT,6.714765100671141,0.0894,0.6003,2025-10-01,2025-10-03,2
mexc,ME/USDT,6.70954356846473,0.0964,0.6468,2025-10-01,2025-10-04,3
mexc,IMGN/USDT,6.707070707070707,0.000594,0.003984,2025-10-01,2025-10-09,8
mexc,HGG/USDT,6.701030927835051,9.7e-05,0.00065,2025-10-01,2025-10-02,1
mexc,CHILLGUY/USDT,6.69807340739699,0.007111,0.04763,2025-10-01,2025-10-05,4
mexc,PIXEL/USDT:USDT,6.682916020385553,0.004513,0.03016,2025-10-01,2025-10-03,2
mexc,ARMON/USDT,6.678190911067623,91.98,614.26,2025-10-01,2025-11-09,39
mexc,PIXEL/USDT,6.674052736538888,0.004513,0.03012,2025-10-01,2025-10-03,2
mexc,TAI/USDT,6.6728110599078345,0.01085,0.0724,2025-10-01,2025-10-03,2
mexc,ENSO/USDT:USDT,6.665421956684093,0.5356,3.57,2025-10-14,2025-10-14,0
mexc,DEOD/USDT,6.661461586508432,0.001601,0.010665,2026-01-03,2026-03-06,62
mexc,ON/USDT,6.6600496277915635,0.06045,0.4026,2025-10-24,2025-10-24,0
mexc,OLAS/USDT,6.657971014492753,0.0345,0.2297,2025-10-01,2025-10-02,1
mexc,SEND/USDT,6.653631284916202,0.0895,0.5955,2025-10-01,2025-10-06,5
mexc,MOCA/USDT:USDT,6.63931762794476,0.01231,0.08173,2025-10-01,2025-10-02,1
mexc,CULT/USDT,6.63508064516129,0.0001488,0.0009873,2025-11-24,2025-11-24,0
mexc,VERSEWORLD/USDT,6.632358995471387,0.02429,0.1611,2025-10-04,2025-10-05,1
mexc,ON/USDT:USDT,6.6307641633728585,0.06072,0.40262,2025-10-24,2025-10-24,0
mexc,THE/USDT:USDT,6.594594594594594,0.0777,0.5124,2025-10-01,2025-10-08,7
mexc,MOMO/USDT,6.591792656587472,0.001389,0.009156,2025-10-01,2025-10-05,4
mexc,MOODENG/USDT:USDT,6.587221633085896,0.03772,0.24847,2025-10-10,2025-12-06,57
mexc,NIZA/USDT,6.585746827204686,0.03073,0.20238,2025-10-11,2025-12-14,64
mexc,FILECOIN/USDT:USDT,6.585406301824213,0.603,3.971,2025-10-10,2025-11-07,28
mexc,MOCA/USDT,6.581847649918963,0.01234,0.08122,2025-10-01,2025-10-02,1
mexc,VIVI/USDT,6.5765509391007395,0.001757,0.011555,2025-10-02,2025-10-02,0
mexc,WAL/USDT:USDT,6.576138147566718,0.0637,0.4189,2025-10-01,2025-10-06,5
mexc,AREA/USDT,6.575,0.004,0.0263,2025-12-15,2026-01-13,29
mexc,PRCL/USDT,6.565885206143896,0.01237,0.08122,2025-10-01,2025-10-03,2
mexc,BANANA/USDT:USDT,6.561282212445003,3.182,20.878,2025-10-01,2025-10-02,1
mexc,MLXC/USDT,6.561162079510703,6.54e-07,4.291e-06,2025-11-13,2025-11-28,15
mexc,RON/USDT,6.5578144853875475,0.0787,0.5161,2025-10-01,2025-10-07,6
mexc,BANANA/USDT,6.55475368685284,3.187,20.89,2025-10-01,2025-10-02,1
mexc,BOBACAT/USDT,6.550508474576271,0.0007375,0.004831,2025-10-01,2025-10-06,5
mexc,FLOCK/USDT:USDT,6.547131147540983,0.0488,0.3195,2025-10-01,2025-10-07,6
mexc,SAHARA/USDT,6.539282990083906,0.01311,0.08573,2025-10-10,2025-10-14,4
mexc,SAHARA/USDT:USDT,6.536529680365296,0.01314,0.08589,2025-10-10,2025-10-14,4
mexc,LITAS/USDT,6.53,0.06,0.3918,2025-10-03,2025-10-04,1
mexc,MVRK/USDT,6.524633821571238,0.01502,0.098,2025-10-01,2025-10-05,4
mexc,AIOZ/USDT:USDT,6.519148936170213,0.047,0.3064,2025-10-01,2025-10-07,6
mexc,HTM/USDT,6.514459665144596,0.01314,0.0856,2025-10-01,2025-10-03,2
mexc,D/USDT,6.512434933487565,0.005187,0.03378,2025-10-01,2025-10-09,8
mexc,COPPERINU/USDT,6.509868421052631,0.00304,0.01979,2026-01-27,2026-01-27,0
mexc,D/USDT:USDT,6.503280586646083,0.005182,0.0337,2025-10-01,2025-10-09,8
mexc,DOOD/USDT:USDT,6.494702228717574,0.002737,0.017776,2025-10-01,2025-10-07,6
mexc,FLOCK/USDT,6.493186372745491,0.0499,0.32401,2025-10-01,2025-10-07,6
mexc,CVX/USDT:USDT,6.480066445182724,0.602,3.901,2025-10-01,2025-10-05,4
mexc,SERV/USDT,6.473988439306359,0.00865,0.056,2025-10-19,2025-10-26,7
mexc,APTM/USDT,6.470619180388237,0.19009,1.23,2025-10-01,2025-10-01,0
mexc,CYS/USDT:USDT,6.468354430379747,0.1185,0.7665,2026-01-30,2026-03-22,51
mexc,PYR/USDT:USDT,6.467889908256881,0.218,1.41,2025-10-10,2025-11-08,29
mexc,RHEA/USDT,6.467270896273917,0.00993,0.06422,2025-11-05,2025-11-10,5
mexc,CORN/USDT,6.465533980582524,0.0206,0.13319,2025-10-01,2025-10-03,2
mexc,HAEDAL/USDT:USDT,6.463963963963963,0.0222,0.1435,2025-10-01,2025-10-07,6
mexc,RARE/USDT,6.460510328068044,0.00823,0.05317,2025-10-01,2025-10-03,2
mexc,PENGU/USDT:USDT,6.459203036053131,0.00527,0.03404,2025-10-01,2025-10-07,6
mexc,KITE/USDT,6.4514000000000005,0.05,0.32257,2025-11-03,2026-03-06,123
mexc,ALI/USDT,6.446280991735537,0.00121,0.0078,2025-10-03,2025-10-03,0
mexc,HAEDAL/USDT,6.444993264481364,0.02227,0.14353,2025-10-01,2025-10-07,6
mexc,CLANKER/USDT,6.444000000000001,22.5,144.99,2025-10-10,2025-10-26,16
mexc,PENGU/USDT,6.437866464913939,0.005287,0.034037,2025-10-01,2025-10-07,6
mexc,SUI/USDT:USDT,6.4370331770019105,0.5757,3.7058,2025-10-01,2025-10-06,5
mexc,ETHW/USDT,6.4324550397323295,0.2391,1.538,2025-10-01,2025-10-03,2
mexc,COOK/USDT,6.428863172226003,0.002938,0.018888,2025-10-01,2025-10-06,5
mexc,ICP/USDT,6.426892950391645,1.532,9.846,2025-10-10,2025-11-08,29
mexc,ETHW/USDT:USDT,6.414542415378186,0.2393,1.535,2025-10-01,2025-10-03,2
mexc,ICNT/USDT,6.41044776119403,0.0938,0.6013,2025-10-10,2025-12-19,70
mexc,GALA/USDT:USDT,6.407692307692308,0.0026,0.01666,2025-10-01,2025-10-06,5
mexc,CATCOIN/USDT,6.403415154749199,2.811e-11,1.8e-10,2025-10-01,2025-10-08,7
